Protein_ID,Sequence_Length,Actual_Sites,Predicted_Sites,Num_Actual_Sites,Num_Predicted_Sites,AUC,AUPR,Precision,Recall,F1
Q9ZQ31,411,"[157, 256]","[157, 256]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q9C5S1,784,[235],[],1,0,1.0000,1.0000,0.0000,0.0000,0.0000
Q17577,540,"[415, 430, 522]","[415, 430, 522]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
P30269,976,"[243, 284, 293, 323, 327, 375, 447]","[243, 293, 323, 375, 447]",7,5,0.9851,0.7659,1.0000,0.7143,0.8333
S0DS17,369,[303],[303],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q5WB95,207,[10],[10],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q4PHZ2,517,[319],"[319, 379, 427]",1,3,1.0000,1.0000,0.3333,1.0000,0.5000
Q6LX63,566,"[66, 85, 88, 229, 355, 360, 441, 458, 460, 468, 528]","[66, 85, 87, 88, 198, 229, 355, 441, 460, 468]",11,10,0.9975,0.8788,0.8000,0.7273,0.7619
Q9ZJ81,284,"[70, 167, 169, 177, 236]","[70, 150, 169, 177]",5,4,0.9964,0.8262,0.7500,0.6000,0.6667
Q8L493,373,"[128, 222, 255]",[],3,0,0.9982,0.8056,0.0000,0.0000,0.0000
P95481,361,"[313, 321, 332]","[313, 332]",3,2,0.9972,0.8333,1.0000,0.6667,0.8000
P23872,319,"[165, 262, 292]","[165, 262, 292]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q4PSE8,447,"[69, 70, 231, 270]","[69, 70, 231, 270]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q54PK9,908,"[300, 355, 394, 398, 412]","[300, 394]",5,2,0.9982,0.7593,1.0000,0.4000,0.5714
Q8THG6,411,"[15, 19, 22]",[22],3,1,1.0000,1.0000,1.0000,0.3333,0.5000
Q6AIT8,226,"[9, 59, 119, 146, 187, 208, 212]","[9, 59, 119, 146, 187, 208, 212]",7,7,1.0000,1.0000,1.0000,1.0000,1.0000
P21182,396,"[29, 32, 88, 102, 287, 301]",[],6,0,0.9859,0.5849,0.0000,0.0000,0.0000
O77081,380,"[100, 159, 184, 192, 196, 239, 284, 299]",[184],8,1,0.9852,0.5542,1.0000,0.1250,0.2222
Q4WD45,574,"[394, 431, 433]","[235, 271, 316, 392, 394, 431, 435]",3,7,0.9953,0.7576,0.2857,0.6667,0.4000
P0A7A5,208,[59],"[59, 104]",1,2,0.9952,0.5000,0.5000,1.0000,0.6667
A5FZN7,223,"[16, 37, 41, 52, 118]","[16, 37, 41, 52, 118]",5,5,1.0000,1.0000,1.0000,1.0000,1.0000
P12546,264,"[68, 126, 218]","[68, 126, 218]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
A8BQJ3,754,"[336, 404, 407, 649, 720, 723]","[340, 407, 653, 723]",6,4,0.9978,0.7190,0.5000,0.3333,0.4000
Q8NE63,616,"[40, 136]","[40, 136]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P33180,494,"[38, 53, 64, 224, 228, 256]","[38, 42, 53, 224, 228, 256]",6,6,0.9399,0.7778,0.8333,0.8333,0.8333
Q9FM79,380,"[164, 198, 220, 221, 242, 298, 300]","[164, 198, 220, 221, 242, 298, 300]",7,7,1.0000,1.0000,1.0000,1.0000,1.0000
P41654,334,"[11, 14, 41]","[11, 14, 41]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q9HV27,393,"[180, 220, 221, 249, 281, 282]","[17, 18, 61, 63, 113, 137, 180, 221, 224, 281, 310]",6,11,0.9854,0.5118,0.2727,0.5000,0.3529
O34705,259,"[88, 206, 236]","[88, 206, 236]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q02595,510,"[140, 230]","[140, 230]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O02002,323,"[154, 196]","[154, 196]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O25503,262,"[29, 83, 155]","[29, 59, 83, 101, 146]",3,5,0.9730,0.4343,0.4000,0.6667,0.5000
P38838,269,"[115, 116, 119, 125]","[115, 116, 119, 125]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
P84142,91,"[20, 38]","[20, 38]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q0P9D4,590,"[351, 355, 397, 409, 433, 441, 458, 523, 526]",[409],9,1,0.9312,0.4035,1.0000,0.1111,0.2000
Q869L4,793,"[46, 138]","[46, 138]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q2UPB4,334,"[93, 122, 294]","[62, 122, 294]",3,3,0.9990,0.9167,0.6667,0.6667,0.6667
D3DFS4,334,[93],[],1,0,0.9910,0.2500,0.0000,0.0000,0.0000
E4N7E5,320,"[75, 78, 79, 83, 171, 217, 221, 225]","[78, 171, 217, 221, 225]",8,5,0.9984,0.9503,1.0000,0.6250,0.7692
Q7Z9M7,249,"[20, 108, 195]","[20, 184, 193]",3,3,0.9946,0.7000,0.3333,0.3333,0.3333
Q2NL51,490,"[148, 244]","[148, 244]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P16854,540,"[191, 324, 442]","[191, 324, 442]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q86KK2,149,"[28, 84, 97, 99]",[97],4,1,0.9724,0.5457,1.0000,0.2500,0.4000
P42790,587,"[295, 299, 502, 543, 544, 559, 561, 563]","[295, 299, 385, 502]",8,4,0.9722,0.6674,0.7500,0.3750,0.5000
O26901,690,[26],[367],1,1,0.9666,0.0417,0.0000,0.0000,0.0000
A0A166YZU9,392,[353],[353],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
P27874,430,"[333, 346]","[25, 157, 333, 346]",2,4,1.0000,1.0000,0.5000,1.0000,0.6667
Q06522,304,[109],"[109, 255, 289]",1,3,1.0000,1.0000,0.3333,1.0000,0.5000
L0E155,667,"[48, 70, 79, 82, 108, 144, 168, 399, 412, 494, 597, 600, 613, 616]","[144, 399]",14,2,0.9783,0.6055,1.0000,0.1429,0.2500
Q9VHV1,737,"[21, 26, 58, 113, 114]","[21, 23, 113, 114]",5,4,0.9943,0.7222,0.7500,0.6000,0.6667
Q98KK0,383,"[201, 203, 344]","[201, 203, 344]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q9Y7L4,409,"[86, 386, 389, 395]","[86, 209, 386, 389, 395]",4,5,1.0000,1.0000,0.8000,1.0000,0.8889
P9WLL7,137,[67],[117],1,1,0.6176,0.0189,0.0000,0.0000,0.0000
P33663,242,"[69, 103, 120]","[35, 39, 69, 85, 102, 103, 120, 214]",3,8,1.0000,1.0000,0.3750,1.0000,0.5455
Q9JJN0,694,"[13, 14, 61, 115, 116, 616, 619, 631, 635]","[13, 115]",9,2,0.9809,0.7333,1.0000,0.2222,0.3636
Q9SJA1,672,"[64, 67, 75, 78, 84, 88, 97, 101, 183, 439]","[97, 183, 439]",10,3,0.9959,0.7921,1.0000,0.3000,0.4615
P0CD62,966,"[729, 825]","[729, 825]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q01198,305,"[144, 157]","[144, 157, 161]",2,3,1.0000,1.0000,0.6667,1.0000,0.8000
Q4WEE0,236,[131],[131],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q57749,294,"[116, 186, 228, 265]","[80, 82, 84, 85, 208, 210, 237, 265, 266]",4,9,0.7259,0.0866,0.1111,0.2500,0.1538
P34205,556,[333],[],1,0,0.9964,0.3333,0.0000,0.0000,0.0000
O83859,366,[44],[44],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q54XL6,574,"[126, 221]","[126, 221]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
D3KVM6,183,[113],[114],1,1,0.9835,0.2500,0.0000,0.0000,0.0000
Q9ZI86,511,"[269, 330, 382]","[269, 330, 382]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q9Z175,754,"[608, 610, 612]","[72, 137, 139, 399, 608, 610, 612]",3,7,0.9987,0.6389,0.4286,1.0000,0.6000
S0DQ98,338,[227],[227],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
B0R9W6,257,"[44, 48, 52, 55, 57, 90, 92]","[44, 48, 52, 55, 90, 92, 180]",7,7,0.9989,0.9683,0.8571,0.8571,0.8571
O54571,239,"[75, 80, 142]","[98, 142, 168]",3,3,0.9732,0.2611,0.3333,0.3333,0.3333
C0SPA0,718,"[406, 435, 525]","[219, 404, 406, 435, 525]",3,5,1.0000,1.0000,0.6000,1.0000,0.7500
Q7UK67,227,"[124, 149]","[124, 149]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q9HLE6,410,"[25, 115, 183, 293, 320, 321, 324, 365, 391]","[25, 115, 183, 186, 293, 320, 321, 324, 365, 391]",9,10,0.9997,0.9889,0.9000,1.0000,0.9474
Q54CD6,697,[233],[373],1,1,0.9813,0.0714,0.0000,0.0000,0.0000
Q5B998,368,"[95, 119, 212, 227]","[95, 119, 212, 227]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
O45686,393,"[140, 159, 318, 331]","[140, 156, 318]",4,3,0.9961,0.7292,0.6667,0.5000,0.5714
Q7XQZ6,445,"[40, 127, 166, 196, 234, 237, 312, 322, 325, 341, 363, 402, 406, 410, 414]","[40, 322, 363]",15,3,0.9704,0.6324,1.0000,0.2000,0.3333
Q54Y55,506,"[51, 147]","[51, 147]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q54F47,495,[441],[441],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q1ZXC8,691,"[47, 137]","[47, 137]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q8C2P3,475,"[79, 108, 147, 175]","[79, 108, 147, 175]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q08548,619,"[146, 297, 382]","[344, 382]",3,2,0.9610,0.3764,0.5000,0.3333,0.4000
P0CU70,538,[472],[472],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q503I8,644,"[236, 239, 268, 271, 294, 321, 338]","[236, 239, 268, 271, 294, 296, 321]",7,7,0.9996,0.9683,0.8571,0.8571,0.8571
P25472,584,"[159, 264]","[159, 264]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
J3K844,303,"[50, 70, 72, 118]","[50, 70, 84, 118]",4,4,0.9975,0.8042,0.7500,0.7500,0.7500
Q9FI61,192,[88],[88],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
P06279,549,"[139, 196, 218, 220, 231, 237, 238, 239, 268, 272, 298, 337, 339, 365, 440, 441, 464]","[268, 298, 365]",17,3,0.8259,0.4285,1.0000,0.1765,0.3000
O16977,651,"[291, 292, 295, 301]","[291, 292, 295, 301]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q9F3C7,314,"[194, 195, 208, 210, 272, 277]",[272],6,1,0.8615,0.5360,1.0000,0.1667,0.2857
C0QRQ2,403,"[150, 273]","[148, 150, 246]",2,3,0.9763,0.3000,0.3333,0.5000,0.4000
Q3E989,512,"[302, 324, 325, 346, 415, 417]","[324, 325, 346, 417]",6,4,0.9993,0.9583,1.0000,0.6667,0.8000
C0LGK4,915,"[555, 657]",[555],2,1,0.9995,0.8333,1.0000,0.5000,0.6667
P41963,199,"[89, 91, 106, 114, 123, 126, 163]","[89, 91, 106, 114, 123, 126, 163]",7,7,1.0000,1.0000,1.0000,1.0000,1.0000
Q7ZVS8,743,"[121, 152, 171, 239, 279]","[121, 152, 239, 279]",5,4,1.0000,1.0000,1.0000,0.8000,0.8889
Q7Z5A4,293,"[120, 166, 267]","[120, 166, 267]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q74CU0,880,"[500, 502, 579, 632, 661]","[11, 13, 72, 98, 99, 500, 502]",5,7,0.9806,0.2000,0.2857,0.4000,0.3333
O29867,868,"[47, 81, 154, 161, 162, 163, 360, 426, 618]","[47, 154, 161, 162, 163, 360, 426, 618]",9,8,0.9987,0.9415,1.0000,0.8889,0.9412
Q1ECV4,771,"[390, 392]","[390, 392]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q9S850,393,"[98, 202, 207]","[98, 202, 207]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q9FXG2,463,"[153, 239, 376]","[273, 380, 387, 398]",3,4,0.9290,0.0764,0.0000,0.0000,0.0000
Q796K8,704,[415],"[18, 415]",1,2,1.0000,1.0000,0.5000,1.0000,0.6667
O57712,389,"[233, 238, 260, 277, 304, 327]","[233, 238, 260, 277, 283, 304, 327]",6,7,1.0000,1.0000,0.8571,1.0000,0.9231
B0G0Y8,466,"[213, 217, 253, 254, 364]","[213, 217, 253, 254, 257, 364]",5,6,1.0000,1.0000,0.8333,1.0000,0.9091
Q9K8X1,427,"[62, 64, 141, 194, 225]","[62, 64, 137, 187]",5,4,0.9834,0.5876,0.5000,0.4000,0.4444
E6R427,286,"[133, 138, 141, 181]","[119, 133, 138, 141, 181]",4,5,1.0000,1.0000,0.8000,1.0000,0.8889
Q54TH6,597,"[361, 454]","[361, 454]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q84MA1,599,"[328, 355, 465, 516]","[328, 333, 355, 465, 471, 493, 516]",4,7,1.0000,1.0000,0.5714,1.0000,0.7273
P45951,536,"[282, 313, 389, 429, 431, 501, 526, 527]","[284, 313, 429, 431, 501, 527]",8,6,0.9991,0.9318,0.8333,0.6250,0.7143
E5A7D6,551,[495],[495],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q20085,468,"[135, 224, 229, 242]","[135, 224]",4,2,1.0000,1.0000,1.0000,0.5000,0.6667
Q9YDW0,471,"[112, 166, 310]","[112, 166, 257]",3,3,0.9979,0.8333,0.6667,0.6667,0.6667
Q7RX33,876,"[88, 119, 125, 146, 202, 242, 413, 506, 510]","[88, 119, 125, 146, 202, 242, 410, 413, 506, 510, 826]",9,11,0.9987,0.8223,0.8182,1.0000,0.9000
Q9N2V9,760,"[502, 506, 542, 543, 656]","[502, 506, 542, 543, 546, 656, 659]",5,7,0.9995,0.9429,0.7143,1.0000,0.8333
A5JTM5,269,"[24, 90, 114, 145, 257]","[114, 137]",5,2,0.9212,0.3434,0.5000,0.2000,0.2857
P83179,140,[70],"[7, 96, 138]",1,3,0.8993,0.0667,0.0000,0.0000,0.0000
Q8C015,719,"[478, 568]","[478, 568]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q06584,689,"[656, 681, 685]","[188, 656, 657, 681, 685]",3,5,0.9990,0.8667,0.6000,1.0000,0.7500
Q9RV39,434,"[33, 35, 96, 177]","[35, 138, 223, 230, 256, 257, 278, 310, 342]",4,9,0.9674,0.2337,0.1111,0.2500,0.1538
Q7M438,223,"[63, 113, 117]","[63, 112, 113, 117]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
P28321,313,"[123, 251, 281]","[123, 251, 281]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q83GI1,293,"[117, 218]","[25, 27, 117, 218]",2,4,0.9983,0.8333,0.5000,1.0000,0.6667
O22827,198,[123],"[107, 123]",1,2,0.9949,0.5000,0.5000,1.0000,0.6667
Q8NB12,490,"[52, 55, 65, 68, 74, 78, 86, 90, 135, 208, 274, 276, 279]","[52, 55, 65, 68, 74, 78, 86, 90, 208, 274, 276, 279]",13,12,0.9786,0.9299,1.0000,0.9231,0.9600
Q6ZQ88,853,"[290, 309, 311, 317, 802]","[309, 317, 591, 802]",5,4,0.9983,0.7417,0.7500,0.6000,0.6667
P53314,239,"[39, 41, 150, 152, 155]","[39, 41, 150, 152, 155]",5,5,1.0000,1.0000,1.0000,1.0000,1.0000
Q03161,297,"[57, 81, 86, 159, 203, 264]","[57, 81, 82, 86, 159, 203, 264]",6,7,0.9983,0.9151,0.8571,1.0000,0.9231
P47473,721,"[159, 176, 183, 204, 213, 384, 386, 388, 413, 694, 695, 716, 719]","[159, 176, 183, 204, 213, 363, 384, 386, 388, 413, 694, 695]",13,12,0.9988,0.9606,0.9167,0.8462,0.8800
Q8W583,190,[66],[66],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q7MUW6,732,"[603, 678, 710]","[603, 678, 710]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q83WC3,277,"[171, 172]","[95, 100, 140, 141, 144, 145]",2,6,0.7309,0.0279,0.0000,0.0000,0.0000
P10478,837,"[645, 754]","[172, 230, 260, 302, 304, 415, 645, 754]",2,8,0.9976,0.6667,0.2500,1.0000,0.4000
Q8RV79,351,"[163, 184, 192, 250]","[163, 192]",4,2,0.9978,0.8542,1.0000,0.5000,0.6667
Q99396,572,"[274, 317]","[274, 317]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q8SV03,411,"[66, 68]","[66, 68, 174]",2,3,1.0000,1.0000,0.6667,1.0000,0.8000
Q9YD20,163,"[66, 69, 96, 99]","[66, 69, 96, 99]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
P25524,427,"[62, 64, 157, 215, 218, 247, 314, 320]","[62, 64, 215, 218, 247, 314]",8,6,0.9582,0.8662,1.0000,0.7500,0.8571
H2VFI5,377,[212],"[100, 122, 284]",1,3,0.0612,0.0028,0.0000,0.0000,0.0000
O59923,519,"[348, 356, 359, 380, 383, 472]","[296, 299, 348, 356, 359, 380, 383, 472]",6,8,1.0000,1.0000,0.7500,1.0000,0.8571
O13924,488,"[184, 305]","[184, 305]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q6QWR1,621,"[454, 456, 553, 596]",[553],4,1,0.9696,0.4891,1.0000,0.2500,0.4000
P04390,245,"[45, 74, 90, 92]","[45, 74]",4,2,0.9990,0.9500,1.0000,0.5000,0.6667
Q10056,589,"[343, 434]","[343, 434]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O67766,126,"[76, 78, 97]","[76, 86, 97]",3,3,0.9946,0.8667,0.6667,0.6667,0.6667
P95442,481,"[74, 76, 245, 331]","[74, 76, 245, 248, 280, 331]",4,6,1.0000,1.0000,0.6667,1.0000,0.8000
P22320,488,"[62, 65, 458, 461]","[62, 65, 391, 458, 461]",4,5,1.0000,1.0000,0.8000,1.0000,0.8889
A9A1T2,457,"[148, 190]","[102, 110, 145, 148, 152, 190, 406]",2,7,1.0000,1.0000,0.2857,1.0000,0.4444
Q8T2I5,480,"[25, 114, 116]","[25, 116]",3,2,0.9965,0.7917,1.0000,0.6667,0.8000
A1JHZ3,331,"[12, 104, 129, 156, 164, 213, 224, 245]",[129],8,1,0.9133,0.3939,1.0000,0.1250,0.2222
I6Y778,454,"[244, 354, 360, 364, 395]","[347, 360]",5,2,0.9644,0.4206,0.5000,0.2000,0.2857
A2BJB7,411,"[50, 89, 99, 110]","[50, 99]",4,2,1.0000,1.0000,1.0000,0.5000,0.6667
Q04458,532,"[236, 273]","[139, 236, 273]",2,3,0.9991,0.8333,0.6667,1.0000,0.8000
Q58DB6,537,"[273, 275, 501]","[273, 275, 501]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q51507,101,"[14, 31, 42, 90]","[14, 31, 42, 50, 54, 90]",4,6,0.9948,0.9167,0.6667,1.0000,0.8000
I1S2J5,505,[450],[450],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
F9US27,490,"[165, 187, 233, 289]","[165, 188, 233, 289]",4,4,0.9038,0.6095,0.7500,0.7500,0.7500
Q8L7S3,809,"[536, 586, 704, 732]","[94, 100, 104, 258, 263, 369, 536, 565, 570, 586, 704, 732, 802]",4,13,1.0000,1.0000,0.3077,1.0000,0.4706
P30899,321,[83],"[83, 86, 147]",1,3,1.0000,1.0000,0.3333,1.0000,0.5000
P21338,268,"[78, 152, 156]","[78, 156]",3,2,1.0000,1.0000,1.0000,0.6667,0.8000
P80874,331,"[52, 57, 84, 175, 214, 227, 286]","[52, 57, 175, 203]",7,4,0.9841,0.5990,0.7500,0.4286,0.5455
G5EFL0,845,"[139, 141]","[139, 141]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P9WLH5,364,"[8, 49, 73, 123, 172, 246]","[8, 49, 73, 123, 172, 218, 222, 246, 313]",6,9,0.9977,0.8179,0.6667,1.0000,0.8000
B9WCV6,930,"[177, 189, 222, 223, 248, 319, 320]","[177, 189, 222, 223, 248, 296, 319, 320]",7,8,1.0000,1.0000,0.8750,1.0000,0.9333
H1AAP2,219,"[44, 97, 100]","[44, 97, 100]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
Q09109,749,"[232, 252, 260, 280]","[232, 252, 260, 280, 482, 595, 693, 702]",4,8,0.9973,0.5250,0.5000,1.0000,0.6667
O58832,342,"[59, 163, 287]","[59, 79, 163, 184, 287]",3,5,0.9980,0.8056,0.6000,1.0000,0.7500
Q12608,517,[461],[461],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q7M826,319,"[51, 56, 59, 71, 148, 151, 154, 158, 204, 207, 210, 214]","[51, 56, 59, 71, 148, 151, 154, 158, 163, 204, 207, 210, 214]",12,13,1.0000,1.0000,0.9231,1.0000,0.9600
O74426,338,"[59, 151]","[59, 151]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q5NAI7,512,"[38, 46, 476]","[38, 46, 241, 476]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
P80909,79,"[13, 16, 19, 23, 49, 52, 55, 59]","[13, 16, 19, 23, 49, 52, 55, 59]",8,8,1.0000,1.0000,1.0000,1.0000,1.0000
P0C218,761,"[48, 53]",[],2,0,0.7688,0.0654,0.0000,0.0000,0.0000
Q9KL03,173,"[33, 41, 75, 84]","[122, 127, 134]",4,3,0.8683,0.1087,0.0000,0.0000,0.0000
P85999,51,"[30, 31]",[30],2,1,0.9796,0.7500,1.0000,0.5000,0.6667
F4I107,388,"[187, 283, 349]","[57, 187, 283, 349]",3,4,0.9991,0.9167,0.7500,1.0000,0.8571
Q9Y899,404,"[47, 141]","[47, 141]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O35000,242,"[67, 136, 138, 143]",[138],4,1,0.9863,0.6964,1.0000,0.2500,0.4000
Q11010,857,"[130, 298, 299, 302, 321, 386]","[130, 298, 299, 302, 321]",6,5,0.9994,0.9444,1.0000,0.8333,0.9091
Q7Z5W3,292,"[46, 76, 110, 164]",[110],4,1,0.9861,0.5667,1.0000,0.2500,0.4000
Q9ZGH1,485,"[141, 145, 148]","[141, 145, 148]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
P42778,408,"[250, 316, 340, 345, 376, 378]","[250, 316, 340, 345, 376, 378]",6,6,1.0000,1.0000,1.0000,1.0000,1.0000
Q58826,359,"[59, 63, 66]","[59, 63, 66, 209]",3,4,1.0000,1.0000,0.7500,1.0000,0.8571
Q10039,742,"[309, 360, 593]",[362],3,1,0.9802,0.1667,0.0000,0.0000,0.0000
B2V8P5,206,"[40, 69, 70, 185]","[41, 53, 69, 185]",4,4,0.9257,0.4682,0.5000,0.5000,0.5000
Q9NGP6,410,"[12, 121, 122, 148, 151, 266]","[121, 122, 151, 266]",6,4,0.9860,0.7718,1.0000,0.6667,0.8000
P85142,62,[48],[48],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
P0DOV3,210,"[67, 70, 71, 88, 91, 92, 140, 143, 144, 152, 155, 156, 186, 189, 190, 205, 208, 209]","[56, 59, 67, 70, 71, 88, 91, 92, 132, 135, 143, 144, 152, 155, 156, 183, 186, 189, 190, 205, 208, 209]",18,22,0.9852,0.7850,0.7727,0.9444,0.8500
Q27895,628,[236],"[73, 188, 236, 282]",1,4,0.9984,0.5000,0.2500,1.0000,0.4000
P76290,247,"[39, 132, 199]",[89],3,1,0.8743,0.0886,0.0000,0.0000,0.0000
Q9SR40,567,"[81, 83, 126, 128, 468, 471, 473, 530, 531, 532, 536]","[81, 83, 126, 128, 468, 471, 473, 530, 531, 532, 536]",11,11,1.0000,1.0000,1.0000,1.0000,1.0000
Q9Z2D7,554,[534],"[94, 534]",1,2,1.0000,1.0000,0.5000,1.0000,0.6667
Q6CH28,545,"[120, 323, 325]","[120, 323, 325]",3,3,1.0000,1.0000,1.0000,1.0000,1.0000
P39153,346,"[40, 63, 67, 72, 123, 127, 147, 149, 157, 187, 201, 240]",[201],12,1,0.9329,0.5836,1.0000,0.0833,0.1538
O16881,388,[188],"[175, 188]",1,2,1.0000,1.0000,0.5000,1.0000,0.6667
Q9V6K3,724,"[475, 580]","[475, 580]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q8VHL1,366,"[245, 317, 335, 356]",[335],4,1,0.8757,0.3355,1.0000,0.2500,0.4000
B8D1G6,347,[150],"[150, 182]",1,2,1.0000,1.0000,0.5000,1.0000,0.6667
Q5YQZ6,552,"[91, 156, 195, 236, 427, 429]","[156, 236, 247, 427, 429, 505]",6,6,0.9960,0.8445,0.6667,0.6667,0.6667
P32138,678,"[288, 405, 408, 472, 537]","[405, 408, 455, 472, 504]",5,5,0.9944,0.7310,0.6000,0.6000,0.6000
Q00983,260,[63],"[63, 66, 111, 201]",1,4,1.0000,1.0000,0.2500,1.0000,0.4000
Q55EC7,960,"[48, 140]","[48, 140]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
O59179,441,"[97, 138]",[97],2,1,1.0000,1.0000,1.0000,0.5000,0.6667
E9QCD3,513,[194],[194],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q9YFM7,308,"[90, 92, 160, 190, 243, 272]","[63, 119, 127, 160]",6,4,0.9752,0.3586,0.2500,0.1667,0.2000
Q4WR17,580,[497],[497],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
Q4WQI1,775,"[64, 419]","[64, 419, 621]",2,3,1.0000,1.0000,0.6667,1.0000,0.8000
Q86AT8,638,"[378, 472]","[378, 472]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P27574,550,[470],[470],1,1,1.0000,1.0000,1.0000,1.0000,1.0000
P45436,508,"[317, 360]","[317, 360]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q6AHF2,389,"[70, 139, 205, 303]","[29, 205, 303]",4,3,0.9519,0.5432,0.6667,0.5000,0.5714
I6WU39,101,"[5, 31, 34, 37, 72, 75]","[5, 78]",6,2,0.8105,0.3224,0.5000,0.1667,0.2500
O31857,221,"[11, 14, 125]","[11, 13, 14, 125]",3,4,0.9985,0.9167,0.7500,1.0000,0.8571
Q6GLK2,222,"[148, 172]",[],2,0,0.8045,0.1783,0.0000,0.0000,0.0000
Q5ZX15,350,"[45, 66, 144, 205, 226, 231, 248, 251]","[67, 226, 248]",8,3,0.9773,0.5898,0.6667,0.2500,0.3636
P39074,297,"[42, 94, 213, 216, 218, 273]","[42, 68, 94, 213, 216, 218, 271, 273]",6,8,0.9977,0.8734,0.7500,1.0000,0.8571
Q9STK6,516,"[152, 169]",[150],2,1,0.9981,0.5833,0.0000,0.0000,0.0000
Q74NA6,392,"[45, 48, 55, 57, 106, 129, 148, 157]","[45, 57]",8,2,0.9932,0.8392,1.0000,0.2500,0.4000
Q55CE0,677,"[428, 519]","[428, 519]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
Q92383,228,"[150, 170]","[150, 170]",2,2,1.0000,1.0000,1.0000,1.0000,1.0000
P13502,92,"[55, 58, 75, 78]","[55, 58, 75, 78]",4,4,1.0000,1.0000,1.0000,1.0000,1.0000
Q87P32,387,[359],[],1,0,0.9741,0.0909,0.0000,0.0000,0.0000
Q9PF20,262,"[8, 9, 40, 92]","[8, 9]",4,2,0.9942,0.7986,1.0000,0.5000,0.6667
Q08968,688,"[156, 220, 227, 338, 339, 348]","[156, 220, 227, 338, 339, 348, 368, 686]",6,8,1.0000,1.0000,0.7500,1.0000,0.8571
